Date;Hour;A/A [kWh];Alumbrado [kWh];General [kWh];Punto Caliente [kWh];Refrigeracion [kWh]
04/03/2017;4:15;0.00;0.00;3.62;0.00;2.22
04/03/2017;4:30;0.00;0.00;3.88;0.20;2.00
04/03/2017;4:45;0.00;0.00;3.81;0.00;1.78
04/03/2017;5:00;0.00;0.00;3.31;0.00;1.91
04/03/2017;5:15;0.00;0.00;3.69;0.00;2.00
04/03/2017;5:30;0.00;0.00;4.00;0.00;2.09
04/03/2017;5:45;0.00;0.00;4.00;0.00;2.00
04/03/2017;6:00;0.00;0.00;3.31;0.00;1.91
04/03/2017;6:15;0.00;0.00;3.50;0.00;1.81
04/03/2017;6:30;0.00;0.00;3.32;0.00;1.50
04/03/2017;6:45;0.00;0.00;4.06;0.00;2.28
04/03/2017;7:00;0.00;0.00;4.00;0.00;2.31
04/03/2017;7:15;0.00;0.00;3.62;0.00;2.00
04/03/2017;7:30;0.00;0.09;4.00;0.20;2.00
04/03/2017;7:45;0.00;0.91;5.82;1.30;2.00
04/03/2017;8:00;0.00;0.59;9.18;4.80;2.00
04/03/2017;8:15;0.00;0.91;6.82;2.00;2.00
04/03/2017;8:30;0.00;0.80;4.68;0.00;2.19
04/03/2017;8:45;0.00;0.79;5.00;0.20;2.22
04/03/2017;9:00;0.00;0.80;5.00;0.70;2.00
04/03/2017;9:15;1.30;1.11;7.19;0.50;2.19
04/03/2017;9:30;10.50;3.00;18.13;0.60;2.31
04/03/2017;9:45;7.00;2.89;14.68;0.50;2.28
04/03/2017;10:00;6.00;2.91;13.88;0.40;2.50
04/03/2017;10:15;6.30;2.79;14.12;0.80;2.31
04/03/2017;10:30;6.20;2.91;14.38;1.20;2.10
04/03/2017;10:45;6.20;2.89;14.44;0.90;2.40
04/03/2017;11:00;6.20;2.91;17.68;4.20;2.50
04/03/2017;11:15;6.10;2.79;16.32;2.50;2.69
04/03/2017;11:30;6.30;3.00;14.06;0.70;2.50
04/03/2017;11:45;6.20;2.91;14.44;0.80;2.50
04/03/2017;12:00;6.20;2.89;14.00;0.50;2.41
04/03/2017;12:15;6.30;2.91;14.18;0.50;2.40
04/03/2017;12:30;6.20;2.79;14.38;1.20;2.10
04/03/2017;12:45;6.30;2.91;14.12;0.70;2.31
04/03/2017;13:00;6.30;2.89;15.19;1.30;2.59
04/03/2017;13:15;6.40;2.91;14.63;0.80;2.41
04/03/2017;13:30;6.30;2.79;14.68;1.00;2.19
04/03/2017;13:45;6.50;3.00;14.38;0.50;2.40
04/03/2017;14:00;6.70;2.80;13.62;0.00;2.10
04/03/2017;14:15;6.50;2.91;13.88;0.20;2.09
04/03/2017;14:30;6.60;2.79;13.12;0.00;1.72
04/03/2017;14:45;3.90;3.00;11.19;0.20;1.78
04/03/2017;15:00;6.50;3.00;13.69;0.10;2.00
04/03/2017;15:15;6.30;2.91;13.94;0.20;2.72
04/03/2017;15:30;6.20;2.89;13.87;0.10;2.78
04/03/2017;15:45;6.20;2.91;14.19;0.20;2.81
04/03/2017;16:00;6.10;2.79;13.94;0.00;2.69
04/03/2017;16:15;6.00;3.00;13.68;0.00;2.50
04/03/2017;16:30;6.40;2.91;13.69;0.20;2.41
04/03/2017;16:45;6.30;3.00;13.69;0.10;2.31
04/03/2017;17:00;6.30;2.89;13.81;0.00;2.28
04/03/2017;17:15;6.40;2.91;14.00;0.10;2.50
04/03/2017;17:30;6.10;2.79;13.81;0.10;2.50
04/03/2017;17:45;6.40;3.00;13.82;0.00;2.50
04/03/2017;18:00;6.30;2.91;13.87;0.00;2.50
04/03/2017;18:15;6.20;2.89;13.69;0.20;2.50
04/03/2017;18:30;6.10;2.91;13.31;0.10;2.00
04/03/2017;18:45;6.00;3.20;13.69;0.00;2.50
04/03/2017;19:00;6.00;3.09;14.12;0.10;2.50
04/03/2017;19:15;6.20;3.41;13.82;0.10;2.50
04/03/2017;19:30;6.10;3.09;13.18;0.00;1.91
04/03/2017;19:45;6.00;3.30;13.50;0.20;2.00
04/03/2017;20:00;6.00;3.20;15.00;1.30;2.31
04/03/2017;20:15;6.00;3.30;15.32;1.50;2.50
04/03/2017;20:30;5.90;3.20;14.18;0.00;2.78
04/03/2017;20:45;6.00;3.30;14.00;0.00;2.50
04/03/2017;21:00;5.80;3.20;13.88;0.20;2.50
04/03/2017;21:15;4.90;3.30;12.62;0.10;2.41
04/03/2017;21:30;0.00;3.20;7.38;0.10;1.81
04/03/2017;21:45;0.00;1.50;5.31;0.00;1.59
04/03/2017;22:00;0.00;1.21;5.31;0.00;2.10
04/03/2017;22:15;0.00;0.29;4.69;0.00;2.31
04/03/2017;22:30;0.00;0.21;4.31;0.00;2.19
04/03/2017;22:45;0.00;0.00;4.00;0.00;1.90
04/03/2017;23:00;0.00;0.29;4.50;0.10;2.19
04/03/2017;23:15;0.00;0.41;4.50;0.00;2.50
04/03/2017;23:30;0.00;0.30;4.32;0.00;2.00
04/03/2017;23:45;0.00;0.29;4.50;0.00;2.41
05/03/2017;0:00;0.00;0.41;4.06;0.00;2.09
05/03/2017;0:15;0.00;0.30;4.31;0.00;2.00
05/03/2017;0:30;0.00;0.29;4.19;0.00;2.00
05/03/2017;0:45;0.00;0.30;4.12;0.00;2.22
05/03/2017;1:00;0.00;0.20;4.19;0.00;2.19
05/03/2017;1:15;0.00;0.00;3.81;0.00;2.09
05/03/2017;1:30;0.00;0.00;3.82;0.00;2.00
05/03/2017;1:45;0.00;0.00;4.00;0.00;2.22
05/03/2017;2:00;0.00;0.00;4.18;0.00;2.50
05/03/2017;2:15;0.00;0.00;4.00;0.00;2.09
05/03/2017;2:30;0.00;0.00;3.50;0.00;1.69
05/03/2017;2:45;0.00;0.00;3.69;0.00;2.00
05/03/2017;3:00;0.00;0.00;3.81;0.00;2.22
05/03/2017;3:15;0.00;0.00;3.82;0.00;2.00
05/03/2017;3:30;0.00;0.00;3.87;0.00;2.19
05/03/2017;3:45;0.00;0.00;3.81;0.00;2.09
05/03/2017;4:00;0.00;0.00;3.69;0.00;2.00
05/03/2017;4:15;0.00;0.00;3.81;0.00;2.00
05/03/2017;4:30;0.00;0.00;3.50;0.20;1.81
05/03/2017;4:45;0.00;0.00;3.50;0.00;1.91
05/03/2017;5:00;0.00;0.00;4.00;0.00;2.19
05/03/2017;5:15;0.00;0.00;3.69;0.00;2.00
05/03/2017;5:30;0.00;0.00;3.69;0.00;2.09
05/03/2017;5:45;0.00;0.00;4.12;0.00;2.00
05/03/2017;6:00;0.00;0.00;3.50;0.00;2.00
05/03/2017;6:15;0.00;0.00;2.88;0.00;1.31
05/03/2017;6:30;0.00;0.00;2.94;0.00;1.10
05/03/2017;6:45;0.00;0.00;3.56;0.00;1.90
05/03/2017;7:00;0.00;0.00;4.00;0.00;2.41
05/03/2017;7:15;0.00;0.00;3.94;0.00;2.19
05/03/2017;7:30;0.00;0.00;3.68;0.00;2.09
05/03/2017;7:45;0.00;0.00;3.82;0.00;2.00
05/03/2017;8:00;0.00;0.00;3.87;0.00;2.31
05/03/2017;8:15;0.00;0.00;3.81;0.10;2.00
05/03/2017;8:30;0.00;0.00;3.50;0.00;2.10
05/03/2017;8:45;0.00;0.00;3.69;0.00;2.00
05/03/2017;9:00;0.00;0.00;3.81;0.00;2.09
05/03/2017;9:15;0.00;0.00;3.50;0.00;2.00
05/03/2017;9:30;0.00;0.00;3.82;0.00;2.00
05/03/2017;9:45;0.00;0.00;3.68;0.00;2.00
05/03/2017;10:00;0.00;0.00;3.50;0.00;2.22
05/03/2017;10:15;0.00;0.00;3.50;0.00;1.69
05/03/2017;10:30;0.00;0.00;3.00;0.00;1.59
05/03/2017;10:45;0.00;0.00;3.50;0.10;1.72
05/03/2017;11:00;0.00;0.00;3.88;0.00;2.09
05/03/2017;11:15;0.00;0.00;3.62;0.00;2.10
05/03/2017;11:30;0.00;0.00;3.50;0.00;2.09
05/03/2017;11:45;0.00;0.00;3.88;0.00;2.00
05/03/2017;12:00;0.00;0.00;3.62;0.00;2.22
05/03/2017;12:15;0.00;0.00;3.69;0.00;2.00
05/03/2017;12:30;0.00;0.00;4.00;0.00;2.28
05/03/2017;12:45;0.00;0.00;3.81;0.00;2.41
05/03/2017;13:00;0.00;0.00;4.00;0.00;2.40
05/03/2017;13:15;0.00;0.00;3.69;0.10;1.91
05/03/2017;13:30;0.00;0.00;3.50;0.00;2.00
05/03/2017;13:45;0.00;0.00;3.63;0.00;1.78
05/03/2017;14:00;0.00;0.00;3.68;0.00;2.22
05/03/2017;14:15;0.00;0.00;3.50;0.00;1.78
05/03/2017;14:30;0.00;0.00;3.19;0.00;1.81
05/03/2017;14:45;0.00;0.00;4.13;0.00;2.19
05/03/2017;15:00;0.00;0.00;3.68;0.00;2.22
05/03/2017;15:15;0.00;0.00;3.32;0.00;1.78
05/03/2017;15:30;0.00;0.00;3.18;0.00;1.50
05/03/2017;15:45;0.00;0.00;3.38;0.00;1.81
05/03/2017;16:00;0.00;0.00;3.62;0.00;1.91
05/03/2017;16:15;0.00;0.00;3.50;0.00;2.00
05/03/2017;16:30;0.00;0.00;3.50;0.00;1.78
05/03/2017;16:45;0.00;0.00;3.82;0.00;2.22
05/03/2017;17:00;0.00;0.00;3.87;0.00;2.19
05/03/2017;17:15;0.00;0.00;3.69;0.00;2.09
05/03/2017;17:30;0.00;0.00;3.62;0.00;2.00
05/03/2017;17:45;0.00;0.00;4.00;0.00;2.41
05/03/2017;18:00;0.00;0.00;3.82;0.00;2.09
05/03/2017;18:15;0.00;0.00;3.56;0.00;2.00
05/03/2017;18:30;0.00;0.00;3.94;0.00;2.22
05/03/2017;18:45;0.00;0.00;3.68;0.00;2.09
05/03/2017;19:00;0.00;0.00;3.82;0.00;2.19
05/03/2017;19:15;0.00;0.00;3.68;0.20;2.00
05/03/2017;19:30;0.00;0.00;3.19;0.00;1.81
05/03/2017;19:45;0.00;0.00;3.81;0.00;2.10
05/03/2017;20:00;0.00;0.00;4.00;0.00;2.31
05/03/2017;20:15;0.00;0.00;3.50;0.00;2.00
05/03/2017;20:30;0.00;0.00;3.82;0.00;2.09
05/03/2017;20:45;0.00;0.00;3.68;0.00;2.10
05/03/2017;21:00;0.00;0.00;3.69;0.00;2.09
05/03/2017;21:15;0.00;0.00;3.50;0.00;1.91
05/03/2017;21:30;0.00;0.00;3.69;0.00;2.00
05/03/2017;21:45;0.00;0.00;3.50;0.10;2.00
05/03/2017;22:00;0.00;0.00;3.62;0.00;2.00
05/03/2017;22:15;0.00;0.00;3.50;0.00;1.90
05/03/2017;22:30;0.00;0.00;3.38;0.00;1.69
05/03/2017;22:45;0.00;0.00;4.00;0.00;2.00
05/03/2017;23:00;0.00;0.41;3.94;0.00;2.31
05/03/2017;23:15;0.00;0.30;3.87;0.00;2.10
05/03/2017;23:30;0.00;0.29;4.31;0.00;2.40
05/03/2017;23:45;0.00;0.41;4.32;0.00;2.19
06/03/2017;0:00;0.00;0.30;4.18;0.10;2.22
06/03/2017;0:15;0.00;0.29;4.00;0.00;2.09
06/03/2017;0:30;0.00;0.30;3.69;0.00;2.00
06/03/2017;0:45;0.00;0.41;3.50;0.00;1.41
06/03/2017;1:00;0.00;0.09;3.19;0.00;1.50
06/03/2017;1:15;0.00;0.00;3.31;0.00;1.59
06/03/2017;1:30;0.00;0.00;3.69;0.00;2.00
06/03/2017;1:45;0.00;0.00;3.62;0.00;1.91
06/03/2017;2:00;0.00;0.00;3.50;0.00;2.00
06/03/2017;2:15;0.00;0.00;3.50;0.00;2.09
06/03/2017;2:30;0.00;0.00;3.69;0.10;1.69
06/03/2017;2:45;0.00;0.00;3.69;0.00;2.22
06/03/2017;3:00;0.00;0.00;3.62;0.00;2.09
06/03/2017;3:15;0.00;0.00;3.88;0.00;2.19
06/03/2017;3:30;0.00;0.00;3.50;0.00;2.00
06/03/2017;3:45;0.00;0.00;3.50;0.00;2.00
06/03/2017;4:00;0.00;0.00;3.50;0.00;2.22
06/03/2017;4:15;0.00;0.00;3.62;0.00;1.78
06/03/2017;4:30;0.00;0.00;3.32;0.00;1.81
06/03/2017;4:45;0.00;0.00;3.50;0.00;2.10
06/03/2017;5:00;0.00;0.00;4.06;0.00;2.31
06/03/2017;5:15;0.00;0.00;4.12;0.00;2.28
06/03/2017;5:30;0.00;0.00;4.00;0.00;2.41
06/03/2017;5:45;0.00;0.00;3.50;0.00;2.09
06/03/2017;6:00;0.00;0.00;3.69;0.00;2.00
06/03/2017;6:15;0.00;0.00;3.63;0.00;2.00
06/03/2017;6:30;0.00;0.11;3.68;0.00;2.00
06/03/2017;6:45;0.00;0.89;6.00;1.40;2.00
06/03/2017;7:00;0.00;0.70;9.32;4.60;2.31
06/03/2017;7:15;0.00;0.91;6.06;2.00;1.69
06/03/2017;7:30;0.00;0.80;4.12;0.00;2.00
06/03/2017;7:45;0.00;0.79;4.82;0.20;2.22
06/03/2017;8:00;0.00;1.00;5.06;0.20;2.19
06/03/2017;8:15;0.00;0.80;4.62;0.10;2.09
06/03/2017;8:30;0.00;0.70;4.69;0.00;2.00
06/03/2017;8:45;0.00;0.91;4.81;0.30;2.31
06/03/2017;9:00;0.00;0.89;4.50;0.10;2.00
06/03/2017;9:15;1.60;1.20;7.00;0.00;2.10
06/03/2017;9:30;10.80;3.00;18.00;0.10;2.31
06/03/2017;9:45;6.70;2.91;14.38;0.00;2.59
06/03/2017;10:00;6.90;3.00;14.00;0.20;2.19
06/03/2017;10:15;6.90;2.89;13.81;0.10;1.81
06/03/2017;10:30;6.90;3.00;13.69;0.10;1.69
06/03/2017;10:45;7.00;2.91;15.00;0.10;2.91
06/03/2017;11:00;7.00;3.00;14.81;0.00;2.81
06/03/2017;11:15;5.50;2.79;13.13;0.00;2.59
06/03/2017;11:30;6.10;3.00;13.56;0.20;2.69
06/03/2017;11:45;5.20;3.00;13.12;0.10;3.00
06/03/2017;12:00;5.40;2.91;13.38;0.00;2.91
06/03/2017;12:15;5.60;3.00;13.62;0.10;2.90
06/03/2017;12:30;6.00;2.89;17.00;3.00;2.69
06/03/2017;12:45;5.30;2.91;13.88;0.60;3.00
06/03/2017;13:00;4.70;3.00;12.62;0.20;2.81
06/03/2017;13:15;4.50;2.79;12.38;0.00;2.69
06/03/2017;13:30;4.20;3.00;12.00;0.10;2.72
06/03/2017;13:45;4.20;3.00;12.12;0.10;2.78
06/03/2017;14:00;4.30;2.91;12.38;0.10;2.81
06/03/2017;14:15;6.20;3.00;14.00;0.00;2.60
06/03/2017;14:30;5.60;2.89;13.12;0.00;2.40
06/03/2017;14:45;5.20;2.91;13.00;0.20;2.69
06/03/2017;15:00;5.20;3.00;13.50;0.20;3.31
06/03/2017;15:15;5.60;2.79;13.82;0.10;3.00
06/03/2017;15:30;6.00;3.00;13.37;0.00;2.50
06/03/2017;15:45;5.80;3.00;13.50;0.00;2.69
06/03/2017;16:00;5.20;2.91;13.13;0.20;2.81
06/03/2017;16:15;5.00;2.89;12.68;0.10;2.60
06/03/2017;16:30;5.80;3.00;13.32;0.10;2.40
06/03/2017;16:45;5.90;2.91;13.18;0.00;2.19
06/03/2017;17:00;4.50;2.79;11.50;0.10;1.81
06/03/2017;17:15;5.20;3.00;12.19;0.00;1.69
06/03/2017;17:30;5.90;3.00;14.13;0.20;3.00
06/03/2017;17:45;5.00;3.00;12.68;0.10;2.91
06/03/2017;18:00;5.20;2.91;13.38;0.00;2.81
06/03/2017;18:15;5.00;2.89;12.44;0.10;2.28
06/03/2017;18:30;5.80;2.91;13.37;0.10;2.72
06/03/2017;18:45;5.20;3.09;14.69;1.50;2.69
06/03/2017;19:00;5.70;3.20;15.31;1.50;2.59
06/03/2017;19:15;5.70;3.30;13.19;0.00;2.50
06/03/2017;19:30;5.10;3.20;12.94;0.00;2.31
06/03/2017;19:45;6.50;3.30;14.68;0.20;2.69
06/03/2017;20:00;5.30;3.20;13.69;0.10;3.00
06/03/2017;20:15;5.40;3.30;13.81;0.10;3.00
06/03/2017;20:30;6.30;3.20;15.00;0.00;3.00
06/03/2017;20:45;5.40;3.41;13.69;0.10;2.81
06/03/2017;21:00;6.60;3.30;14.81;0.00;2.69
06/03/2017;21:15;4.00;3.29;12.19;0.00;2.72
06/03/2017;21:30;0.00;3.21;8.13;0.20;2.50
06/03/2017;21:45;0.00;1.50;6.18;0.10;2.50
06/03/2017;22:00;0.00;0.50;4.69;0.00;2.19
06/03/2017;22:15;0.00;0.29;4.31;0.00;2.00
06/03/2017;22:30;0.00;0.00;4.32;0.00;2.09
06/03/2017;22:45;0.00;0.21;4.37;0.00;2.50
06/03/2017;23:00;0.00;0.29;4.63;0.00;2.41
06/03/2017;23:15;0.00;0.41;4.50;0.10;2.40
06/03/2017;23:30;0.00;0.30;4.37;0.00;2.19
06/03/2017;23:45;0.00;0.29;4.19;0.00;2.22
07/03/2017;0:00;0.00;0.41;3.62;0.00;1.59
07/03/2017;0:15;0.00;0.30;3.88;0.00;1.60
07/03/2017;0:30;0.00;0.29;4.44;0.00;2.31
07/03/2017;0:45;0.00;0.30;4.37;0.00;2.28
07/03/2017;1:00;0.00;0.20;4.19;0.00;2.31
07/03/2017;1:15;0.00;0.00;3.94;0.00;2.10
07/03/2017;1:30;0.00;0.00;4.18;0.00;2.50
07/03/2017;1:45;0.00;0.00;4.32;0.00;2.59
07/03/2017;2:00;0.00;0.00;4.06;0.00;2.31
07/03/2017;2:15;0.00;0.00;3.94;0.00;2.00
07/03/2017;2:30;0.00;0.00;3.68;0.00;2.00
07/03/2017;2:45;0.00;0.00;3.88;0.00;2.19
07/03/2017;3:00;0.00;0.00;4.00;0.10;2.31
07/03/2017;3:15;0.00;0.00;3.81;0.00;2.10
07/03/2017;3:30;0.00;0.00;3.81;0.00;2.09
07/03/2017;3:45;0.00;0.00;4.19;0.00;2.41
07/03/2017;4:00;0.00;0.00;3.69;0.00;2.09
07/03/2017;4:15;0.00;0.00;3.62;0.00;1.81
07/03/2017;4:30;0.00;0.00;3.69;0.00;2.00
07/03/2017;4:45;0.00;0.00;3.81;0.00;2.19
07/03/2017;5:00;0.00;0.00;3.82;0.00;2.00
07/03/2017;5:15;0.00;0.00;3.68;0.00;2.00
07/03/2017;5:30;0.00;0.00;3.69;0.00;2.00
07/03/2017;5:45;0.00;0.00;3.81;0.00;2.00
07/03/2017;6:00;0.00;0.00;4.00;0.00;2.41
07/03/2017;6:15;0.00;0.00;3.50;0.00;2.00
07/03/2017;6:30;0.00;0.00;3.69;0.00;1.90
07/03/2017;6:45;0.00;0.80;6.13;1.40;2.19
07/03/2017;7:00;0.00;0.70;8.56;3.90;2.50
07/03/2017;7:15;0.00;0.91;7.50;2.70;2.00
07/03/2017;7:30;0.00;0.80;4.50;0.20;2.22
07/03/2017;7:45;0.00;0.79;4.94;0.10;2.19
07/03/2017;8:00;0.00;0.80;5.00;0.10;2.09
07/03/2017;8:15;0.00;0.70;4.68;0.10;2.31
07/03/2017;8:30;0.00;0.91;4.50;0.20;2.10
07/03/2017;8:45;0.00;0.80;4.69;0.10;1.90
07/03/2017;9:00;0.00;0.79;4.19;0.10;1.60
07/03/2017;9:15;1.70;1.21;6.62;0.10;1.90
07/03/2017;9:30;9.70;3.00;17.00;0.00;2.50
07/03/2017;9:45;6.50;2.79;14.00;0.20;2.60
07/03/2017;10:00;6.40;3.00;14.00;0.00;2.59
07/03/2017;10:15;6.40;3.00;13.88;0.20;2.41
07/03/2017;10:30;6.50;2.91;14.50;0.60;2.31
07/03/2017;10:45;6.30;2.89;15.44;1.40;2.69
07/03/2017;11:00;6.50;2.91;15.18;1.10;2.81
07/03/2017;11:15;6.50;3.00;16.82;2.50;2.78
07/03/2017;11:30;6.50;2.79;17.37;3.50;2.50
07/03/2017;11:45;6.50;3.00;14.81;1.30;2.50
07/03/2017;12:00;6.50;3.00;15.19;0.90;2.81
07/03/2017;12:15;6.50;3.00;14.81;1.10;2.19
07/03/2017;12:30;6.50;2.91;14.88;0.70;2.41
07/03/2017;12:45;6.50;2.89;14.62;0.70;2.50
07/03/2017;13:00;6.70;2.91;15.50;1.30;2.59
07/03/2017;13:15;6.70;2.79;14.88;0.80;2.50
07/03/2017;13:30;5.30;3.00;13.81;1.10;2.41
07/03/2017;13:45;5.30;3.00;13.69;0.60;2.59
07/03/2017;14:00;6.50;2.91;14.50;0.00;2.91
07/03/2017;14:15;5.50;2.89;13.00;0.20;2.50
07/03/2017;14:30;6.70;2.91;14.31;0.10;2.40
07/03/2017;14:45;4.00;2.79;12.00;0.20;2.60
07/03/2017;15:00;5.10;3.00;12.81;0.30;2.59
07/03/2017;15:15;5.70;2.91;13.50;0.20;2.72
07/03/2017;15:30;4.00;2.89;11.82;0.00;2.78
07/03/2017;15:45;6.00;2.91;14.06;0.20;3.22
07/03/2017;16:00;5.00;2.79;12.50;0.10;2.28
07/03/2017;16:15;4.00;3.00;11.00;0.00;1.91
07/03/2017;16:30;4.80;2.91;11.62;0.10;1.81
07/03/2017;16:45;6.10;3.00;14.32;0.10;2.78
07/03/2017;17:00;4.10;2.89;12.18;0.00;3.00
07/03/2017;17:15;4.00;2.91;12.00;0.20;3.00
07/03/2017;17:30;4.80;2.79;12.88;0.00;2.91
07/03/2017;17:45;6.20;3.00;14.00;0.10;2.81
07/03/2017;18:00;4.00;2.91;12.12;0.10;2.78
07/03/2017;18:15;5.00;3.00;12.50;0.10;2.31
07/03/2017;18:30;5.90;2.89;13.50;0.80;1.91
07/03/2017;18:45;4.10;3.11;14.82;2.50;2.78
07/03/2017;19:00;4.00;3.30;12.56;0.20;3.00
07/03/2017;19:15;6.90;3.20;14.62;0.00;2.50
07/03/2017;19:30;4.10;3.30;12.38;0.20;2.81
07/03/2017;19:45;4.00;3.29;12.62;0.00;3.00
07/03/2017;20:00;6.80;3.30;15.00;0.10;2.69
07/03/2017;20:15;4.10;3.20;12.50;0.10;3.00
07/03/2017;20:30;4.10;3.30;12.50;0.00;3.00
07/03/2017;20:45;6.50;3.20;15.00;0.10;2.81
07/03/2017;21:00;4.30;3.41;13.00;0.00;3.10
07/03/2017;21:15;2.90;3.30;11.38;0.20;3.00
07/03/2017;21:30;0.00;3.29;8.62;0.10;3.00
07/03/2017;21:45;0.00;1.41;6.50;0.00;2.90
07/03/2017;22:00;0.00;0.30;4.82;0.00;2.19
07/03/2017;22:15;0.00;0.29;4.68;0.00;2.50
07/03/2017;22:30;0.00;0.21;4.69;0.00;2.72
07/03/2017;22:45;0.00;0.09;4.31;0.10;2.28
07/03/2017;23:00;0.00;0.20;4.19;0.00;1.81
07/03/2017;23:15;0.00;0.41;3.81;0.00;1.69
07/03/2017;23:30;0.00;0.30;4.50;0.00;2.50
07/03/2017;23:45;0.00;0.29;4.82;0.00;2.72
08/03/2017;0:00;0.00;0.41;4.68;0.00;2.50
08/03/2017;0:15;0.00;0.30;4.69;0.00;2.28
08/03/2017;0:30;0.00;0.29;4.50;0.00;2.41
08/03/2017;0:45;0.00;0.41;4.19;0.00;2.09
08/03/2017;1:00;0.00;0.09;4.62;0.00;2.50
08/03/2017;1:15;0.00;0.00;4.00;0.00;2.00
08/03/2017;1:30;0.00;0.00;4.00;0.00;2.31
08/03/2017;1:45;0.00;0.00;4.38;0.00;2.41
08/03/2017;2:00;0.00;0.00;4.50;0.00;2.69
08/03/2017;2:15;0.00;0.00;4.62;0.00;2.59
08/03/2017;2:30;0.00;0.00;4.19;0.00;2.50
08/03/2017;2:45;0.00;0.00;4.00;0.00;2.31
08/03/2017;3:00;0.00;0.00;4.31;0.10;2.50
08/03/2017;3:15;0.00;0.00;4.00;0.00;2.41
08/03/2017;3:30;0.00;0.00;4.00;0.00;2.28
08/03/2017;3:45;0.00;0.00;4.38;0.00;2.50
08/03/2017;4:00;0.00;0.00;3.81;0.00;2.00
08/03/2017;4:15;0.00;0.00;3.69;0.00;2.22
08/03/2017;4:30;0.00;0.00;4.31;0.00;2.28
08/03/2017;4:45;0.00;0.00;4.00;0.00;2.00
08/03/2017;5:00;0.00;0.00;4.00;0.00;2.50
08/03/2017;5:15;0.00;0.00;4.00;0.00;2.41
08/03/2017;5:30;0.00;0.00;4.31;0.00;2.40
08/03/2017;5:45;0.00;0.00;3.82;0.00;2.19
08/03/2017;6:00;0.00;0.00;4.18;0.00;2.31
08/03/2017;6:15;0.00;0.00;3.82;0.00;2.10
08/03/2017;6:30;0.00;0.00;3.56;0.00;1.90
08/03/2017;6:45;0.00;0.50;5.62;1.00;2.19
08/03/2017;7:00;0.00;0.91;7.00;2.40;2.00
08/03/2017;7:15;0.00;0.80;8.82;4.30;2.22
08/03/2017;7:30;0.00;0.79;5.50;0.80;2.19
08/03/2017;7:45;0.00;0.80;4.87;0.00;2.09
08/03/2017;8:00;0.00;0.70;4.31;0.30;1.81
08/03/2017;8:15;0.00;0.91;5.50;0.10;2.60
08/03/2017;8:30;0.00;0.59;5.00;0.10;2.31
08/03/2017;8:45;0.00;1.00;5.38;0.20;2.50
08/03/2017;9:00;0.00;0.71;5.12;0.00;2.59
08/03/2017;9:15;1.60;1.20;7.50;0.10;2.50
08/03/2017;9:30;9.10;3.00;16.88;0.10;2.69
08/03/2017;9:45;7.00;2.89;14.94;0.10;2.91
08/03/2017;10:00;6.90;3.00;14.50;0.00;2.59
08/03/2017;10:15;4.40;2.91;11.87;0.20;2.50
08/03/2017;10:30;6.70;2.79;14.19;0.10;2.50
08/03/2017;10:45;4.10;3.00;12.12;0.00;2.91
08/03/2017;11:00;4.40;2.91;12.50;0.10;3.00
08/03/2017;11:15;5.90;2.89;14.00;0.10;3.09
08/03/2017;11:30;5.00;3.00;13.00;0.00;3.41
08/03/2017;11:45;4.20;2.91;12.50;0.00;3.00
08/03/2017;12:00;4.20;2.79;13.00;1.00;2.90
08/03/2017;12:15;4.20;3.00;14.38;1.90;3.10
08/03/2017;12:30;4.30;2.91;12.94;0.30;3.40
08/03/2017;12:45;4.00;2.89;12.18;0.10;3.00
08/03/2017;13:00;3.30;2.91;11.19;0.10;2.60
08/03/2017;13:15;3.50;2.79;10.81;0.00;2.40
08/03/2017;13:30;3.50;3.00;11.69;0.10;3.00
08/03/2017;13:45;4.40;2.91;14.31;2.00;3.00
08/03/2017;14:00;4.40;2.89;13.69;0.80;3.19
08/03/2017;14:15;3.00;2.91;11.19;0.10;3.00
08/03/2017;14:30;3.00;2.79;10.00;0.10;2.00
08/03/2017;14:45;3.90;3.00;11.12;0.00;2.00
08/03/2017;15:00;4.10;2.91;11.82;0.00;2.50
08/03/2017;15:15;2.70;2.89;11.37;0.20;3.72
08/03/2017;15:30;3.20;2.91;11.31;0.10;3.28
08/03/2017;15:45;4.30;2.79;13.00;0.00;3.50
08/03/2017;16:00;3.20;3.00;11.82;0.10;3.31
08/03/2017;16:15;2.60;2.91;10.87;0.10;3.19
08/03/2017;16:30;3.70;2.89;12.63;0.00;3.50
08/03/2017;16:45;4.00;2.91;12.50;0.00;3.50
08/03/2017;17:00;2.50;2.79;11.00;0.20;3.41
08/03/2017;17:15;3.20;3.00;11.50;0.10;3.09
08/03/2017;17:30;4.30;2.91;12.87;0.10;3.50
08/03/2017;17:45;3.00;2.89;11.63;0.00;3.41
08/03/2017;18:00;2.70;2.70;11.00;0.10;3.09
08/03/2017;18:15;4.20;3.00;12.18;0.00;3.00
08/03/2017;18:30;3.60;2.80;13.88;2.40;2.81
08/03/2017;18:45;3.00;3.11;11.50;0.40;2.91
08/03/2017;19:00;3.30;3.09;11.12;0.10;2.50
08/03/2017;19:15;4.20;3.30;12.00;0.00;2.50
08/03/2017;19:30;4.30;3.20;12.69;0.10;3.00
08/03/2017;19:45;3.70;3.30;12.19;0.00;2.78
08/03/2017;20:00;3.50;3.20;12.12;0.00;3.31
08/03/2017;20:15;3.20;3.21;11.00;0.30;2.19
