Date;Hour;A/A [kWh];Alumbrado [kWh];General [kWh];Punto Caliente [kWh];Refrigeracion [kWh]
01/01/2017;0:00;0.00;0.41;3.82;0.10;1.78
01/01/2017;0:15;0.00;0.29;3.68;0.00;1.81
01/01/2017;0:30;0.00;0.50;3.32;0.00;1.60
01/01/2017;0:45;0.00;0.41;3.50;0.00;1.59
01/01/2017;1:00;0.00;0.09;3.37;0.00;1.72
01/01/2017;1:15;0.00;0.00;3.31;0.00;1.78
01/01/2017;1:30;0.00;0.00;3.50;0.00;2.00
01/01/2017;1:45;0.00;0.00;3.32;0.00;1.81
01/01/2017;2:00;0.00;0.00;3.06;0.00;1.60
01/01/2017;2:15;0.00;0.00;3.00;0.00;1.59
01/01/2017;2:30;0.00;0.00;2.94;0.00;1.50
01/01/2017;2:45;0.00;0.00;3.37;0.00;1.81
01/01/2017;3:00;0.00;0.00;3.63;0.00;2.19
01/01/2017;3:15;0.00;0.00;3.50;0.00;1.91
01/01/2017;3:30;0.00;0.00;3.18;0.00;2.00
01/01/2017;3:45;0.00;0.00;3.19;0.00;1.59
01/01/2017;4:00;0.00;0.00;3.00;0.10;1.72
01/01/2017;4:15;0.00;0.00;3.19;0.00;1.69
01/01/2017;4:30;0.00;0.00;2.81;0.00;1.59
01/01/2017;4:45;0.00;0.00;3.13;0.00;1.50
01/01/2017;5:00;0.00;0.00;3.06;0.00;1.81
01/01/2017;5:15;0.00;0.00;2.94;0.00;1.50
01/01/2017;5:30;0.00;0.00;2.68;0.00;1.50
01/01/2017;5:45;0.00;0.00;3.32;0.00;1.69
01/01/2017;6:00;0.00;0.00;3.18;0.00;1.72
01/01/2017;6:15;0.00;0.00;3.00;0.00;1.59
01/01/2017;6:30;0.00;0.00;3.00;0.00;1.50
01/01/2017;6:45;0.00;0.00;3.19;0.00;1.69
01/01/2017;7:00;0.00;0.00;3.19;0.00;1.81
01/01/2017;7:15;0.00;0.00;2.94;0.00;1.60
01/01/2017;7:30;0.00;0.00;3.00;0.00;1.59
01/01/2017;7:45;0.00;0.00;3.00;0.00;1.72
01/01/2017;8:00;0.00;0.00;3.06;0.00;1.78
01/01/2017;8:15;0.00;0.00;3.00;0.00;1.41
01/01/2017;8:30;0.00;0.00;2.44;0.00;1.09
01/01/2017;8:45;0.00;0.00;2.50;0.00;1.00
01/01/2017;9:00;0.00;0.00;2.68;0.00;1.41
01/01/2017;9:15;0.00;0.00;3.69;0.00;2.09
01/01/2017;9:30;0.00;0.00;3.50;0.20;2.00
01/01/2017;9:45;0.00;0.00;3.19;0.00;1.81
01/01/2017;10:00;0.00;0.00;3.00;0.00;1.69
01/01/2017;10:15;0.00;0.00;2.62;0.00;1.50
01/01/2017;10:30;0.00;0.00;3.00;0.00;1.50
01/01/2017;10:45;0.00;0.00;2.82;0.00;1.72
01/01/2017;11:00;0.00;0.00;3.06;0.00;1.59
01/01/2017;11:15;0.00;0.00;3.00;0.00;1.60
01/01/2017;11:30;0.00;0.00;2.81;0.10;1.50
01/01/2017;11:45;0.00;0.00;3.13;0.00;1.59
01/01/2017;12:00;0.00;0.00;3.18;0.00;1.91
01/01/2017;12:15;0.00;0.00;3.19;0.00;1.59
01/01/2017;12:30;0.00;0.00;3.00;0.00;1.50
01/01/2017;12:45;0.00;0.00;3.13;0.00;1.81
01/01/2017;13:00;0.00;0.00;2.87;0.00;1.69
01/01/2017;13:15;0.00;0.00;3.13;0.00;1.72
01/01/2017;13:30;0.00;0.00;3.00;0.00;1.59
01/01/2017;13:45;0.00;0.00;3.00;0.10;1.69
01/01/2017;14:00;0.00;0.00;2.87;0.00;1.50
01/01/2017;14:15;0.00;0.00;2.81;0.00;1.50
01/01/2017;14:30;0.00;0.00;2.82;0.00;1.50
01/01/2017;14:45;0.00;0.00;3.00;0.00;1.50
01/01/2017;15:00;0.00;0.00;2.87;0.00;1.72
01/01/2017;15:15;0.00;0.00;3.13;0.00;1.78
01/01/2017;15:30;0.00;0.00;3.50;0.00;2.00
01/01/2017;15:45;0.00;0.00;3.37;0.00;1.81
01/01/2017;16:00;0.00;0.00;2.81;0.00;1.69
01/01/2017;16:15;0.00;0.00;3.19;0.00;1.50
01/01/2017;16:30;0.00;0.00;2.81;0.00;1.72
01/01/2017;16:45;0.00;0.00;3.00;0.10;1.50
01/01/2017;17:00;0.00;0.00;2.88;0.00;1.69
01/01/2017;17:15;0.00;0.00;3.12;0.00;1.59
01/01/2017;17:30;0.00;0.00;2.88;0.00;1.50
01/01/2017;17:45;0.00;0.00;2.94;0.00;1.72
01/01/2017;18:00;0.00;0.00;3.00;0.00;1.69
01/01/2017;18:15;0.00;0.00;3.00;0.00;1.50
01/01/2017;18:30;0.00;0.00;3.00;0.00;1.59
01/01/2017;18:45;0.00;0.00;3.00;0.00;1.50
01/01/2017;19:00;0.00;0.00;3.06;0.00;1.72
01/01/2017;19:15;0.00;0.00;2.94;0.00;1.59
01/01/2017;19:30;0.00;0.00;2.56;0.00;1.50
01/01/2017;19:45;0.00;0.00;3.12;0.00;1.60
01/01/2017;20:00;0.00;0.00;2.69;0.00;1.59
01/01/2017;20:15;0.00;0.00;3.13;0.00;1.41
01/01/2017;20:30;0.00;0.00;2.68;0.00;1.59
01/01/2017;20:45;0.00;0.00;3.00;0.00;1.50
01/01/2017;21:00;0.00;0.00;2.69;0.00;1.41
01/01/2017;21:15;0.00;0.00;2.81;0.00;1.31
01/01/2017;21:30;0.00;0.00;2.50;0.00;1.28
01/01/2017;21:45;0.00;0.00;3.69;0.00;2.22
01/01/2017;22:00;0.00;0.00;3.19;0.20;1.78
01/01/2017;22:15;0.00;0.00;2.81;0.00;1.50
01/01/2017;22:30;0.00;0.00;2.81;0.00;1.50
01/01/2017;22:45;0.00;0.21;2.82;0.00;1.50
01/01/2017;23:00;0.00;0.29;3.37;0.00;1.50
01/01/2017;23:15;0.00;0.50;3.13;0.00;1.50
01/01/2017;23:30;0.00;0.41;3.18;0.00;1.72
01/01/2017;23:45;0.00;0.39;3.38;0.00;1.59
02/01/2017;0:00;0.00;0.41;3.31;0.10;1.60
02/01/2017;0:15;0.00;0.29;3.69;0.00;1.59
02/01/2017;0:30;0.00;0.50;3.12;0.00;1.72
02/01/2017;0:45;0.00;0.50;3.32;0.00;1.50
02/01/2017;1:00;0.00;0.00;2.68;0.00;1.28
02/01/2017;1:15;0.00;0.00;2.88;0.00;1.50
02/01/2017;1:30;0.00;0.00;2.81;0.00;1.72
02/01/2017;1:45;0.00;0.00;3.13;0.00;1.69
02/01/2017;2:00;0.00;0.00;2.68;0.00;1.40
02/01/2017;2:15;0.00;0.00;2.69;0.00;1.41
02/01/2017;2:30;0.00;0.00;2.63;0.00;1.28
02/01/2017;2:45;0.00;0.00;3.06;0.00;1.72
02/01/2017;3:00;0.00;0.00;3.12;0.10;1.69
02/01/2017;3:15;0.00;0.00;3.00;0.00;1.50
02/01/2017;3:30;0.00;0.00;2.88;0.00;1.59
02/01/2017;3:45;0.00;0.00;3.12;0.00;1.91
02/01/2017;4:00;0.00;0.00;2.88;0.00;1.90
02/01/2017;4:15;0.00;0.00;3.12;0.00;1.69
02/01/2017;4:30;0.00;0.00;2.82;0.00;1.50
02/01/2017;4:45;0.00;0.00;3.06;0.00;1.50
02/01/2017;5:00;0.00;0.00;2.62;0.10;1.50
02/01/2017;5:15;0.00;0.00;2.88;0.00;1.50
02/01/2017;5:30;0.00;0.00;2.94;0.00;1.50
02/01/2017;5:45;0.00;0.00;2.68;0.00;1.50
02/01/2017;6:00;0.00;0.00;2.88;0.00;1.50
02/01/2017;6:15;0.00;0.00;2.94;0.00;1.50
02/01/2017;6:30;0.00;0.00;2.56;0.00;1.50
02/01/2017;6:45;0.00;0.00;2.81;0.00;1.72
02/01/2017;7:00;0.00;0.00;3.00;0.00;1.69
02/01/2017;7:15;0.00;0.00;2.63;0.00;1.40
02/01/2017;7:30;0.00;0.00;2.87;0.00;1.60
02/01/2017;7:45;0.00;0.00;2.81;0.00;1.50
02/01/2017;8:00;0.00;0.21;2.88;0.00;1.59
02/01/2017;8:15;0.00;0.79;4.62;1.30;1.50
02/01/2017;8:30;0.00;0.80;4.50;0.60;1.50
02/01/2017;8:45;0.00;0.70;6.32;2.80;1.50
02/01/2017;9:00;0.00;0.80;7.37;3.80;1.50
02/01/2017;9:15;1.40;1.20;5.81;0.90;1.50
02/01/2017;9:30;9.90;2.91;16.00;0.40;1.50
02/01/2017;9:45;9.70;3.00;16.38;0.20;1.72
02/01/2017;10:00;9.80;2.89;16.44;0.20;2.09
02/01/2017;10:15;9.70;2.91;16.00;0.20;1.69
02/01/2017;10:30;9.70;2.79;15.68;0.10;1.22
02/01/2017;10:45;9.80;2.91;16.50;1.00;1.28
02/01/2017;11:00;9.50;2.80;15.82;0.40;1.41
02/01/2017;11:15;9.90;2.79;16.18;0.30;1.59
02/01/2017;11:30;9.60;3.00;19.50;3.30;2.00
02/01/2017;11:45;9.80;2.91;18.82;2.30;2.00
02/01/2017;12:00;9.90;2.89;16.56;0.40;1.81
02/01/2017;12:15;9.80;2.91;16.62;0.30;1.91
02/01/2017;12:30;9.90;2.79;16.82;0.20;2.00
02/01/2017;12:45;9.80;3.00;16.37;0.10;1.78
02/01/2017;13:00;9.80;3.00;16.69;0.10;2.00
02/01/2017;13:15;9.80;2.91;16.31;0.10;1.91
02/01/2017;13:30;9.70;2.89;16.50;0.00;2.00
02/01/2017;13:45;9.90;2.91;16.81;0.20;2.09
02/01/2017;14:00;9.90;3.00;16.69;0.10;2.00
02/01/2017;14:15;9.60;2.79;16.19;0.10;1.91
02/01/2017;14:30;9.80;3.00;16.12;0.10;1.59
02/01/2017;14:45;9.70;3.00;16.50;0.00;2.00
02/01/2017;15:00;9.60;2.91;16.50;0.00;2.31
02/01/2017;15:15;9.80;2.80;16.82;0.20;2.19
02/01/2017;15:30;9.70;3.00;16.50;0.10;2.31
02/01/2017;15:45;9.80;2.79;16.50;0.10;2.00
02/01/2017;16:00;6.70;3.00;13.37;0.00;2.00
02/01/2017;16:15;5.50;2.91;12.31;0.10;1.69
02/01/2017;16:30;5.50;3.00;12.00;0.00;2.22
02/01/2017;16:45;9.50;2.80;16.32;0.00;1.78
02/01/2017;17:00;10.00;2.79;16.18;0.20;1.91
02/01/2017;17:15;9.80;3.00;16.19;0.10;1.81
02/01/2017;17:30;9.70;3.21;17.00;0.10;2.00
02/01/2017;17:45;9.80;3.20;18.00;1.40;1.78
02/01/2017;18:00;9.70;3.30;18.69;1.90;1.91
02/01/2017;18:15;9.80;3.29;16.62;0.10;1.81
02/01/2017;18:30;9.70;3.30;17.00;0.10;1.78
02/01/2017;18:45;9.70;3.20;16.69;0.00;2.22
02/01/2017;19:00;8.70;3.41;15.81;0.10;2.09
02/01/2017;19:15;9.60;3.30;16.82;0.00;1.91
02/01/2017;19:30;9.00;3.29;16.18;0.00;2.09
02/01/2017;19:45;8.80;3.41;15.32;0.20;1.19
02/01/2017;20:00;9.70;3.30;16.00;0.10;1.00
02/01/2017;20:15;8.50;3.29;15.18;0.10;1.50
02/01/2017;20:30;9.00;3.41;16.38;0.00;2.00
02/01/2017;20:45;9.70;3.30;16.62;0.10;2.00
02/01/2017;21:00;8.30;3.29;16.00;0.00;2.50
02/01/2017;21:15;7.70;3.41;15.00;0.00;2.22
02/01/2017;21:30;0.00;3.30;7.50;0.20;2.09
02/01/2017;21:45;0.00;1.59;5.38;0.10;2.00
02/01/2017;22:00;0.00;0.50;3.94;0.00;1.69
02/01/2017;22:15;0.00;0.20;3.68;0.00;1.72
02/01/2017;22:30;0.00;0.30;3.50;0.00;1.78
02/01/2017;22:45;0.00;0.11;3.50;0.00;1.81
02/01/2017;23:00;0.00;0.39;3.50;0.00;1.50
02/01/2017;23:15;0.00;0.41;3.50;0.00;1.60
02/01/2017;23:30;0.00;0.29;3.88;0.00;1.90
02/01/2017;23:45;0.00;0.50;3.62;0.00;1.69
03/01/2017;0:00;0.00;0.41;3.50;0.00;1.72
03/01/2017;0:15;0.00;0.39;3.50;0.00;1.78
03/01/2017;0:30;0.00;0.41;3.82;0.10;1.72
03/01/2017;0:45;0.00;0.29;3.68;0.00;1.78
03/01/2017;1:00;0.00;0.30;3.50;0.00;1.81
03/01/2017;1:15;0.00;0.00;3.00;0.00;1.60
03/01/2017;1:30;0.00;0.00;3.19;0.00;1.59
03/01/2017;1:45;0.00;0.00;3.13;0.00;1.81
03/01/2017;2:00;0.00;0.00;3.00;0.00;1.50
03/01/2017;2:15;0.00;0.00;2.68;0.00;1.50
03/01/2017;2:30;0.00;0.00;3.00;0.00;1.41
03/01/2017;2:45;0.00;0.00;3.00;0.00;1.59
03/01/2017;3:00;0.00;0.00;3.50;0.10;2.00
03/01/2017;3:15;0.00;0.00;3.32;0.00;2.00
03/01/2017;3:30;0.00;0.00;3.18;0.00;1.69
03/01/2017;3:45;0.00;0.00;2.88;0.00;1.50
03/01/2017;4:00;0.00;0.00;3.12;0.00;1.72
03/01/2017;4:15;0.00;0.00;3.00;0.00;1.59
03/01/2017;4:30;0.00;0.00;3.00;0.00;1.69
03/01/2017;4:45;0.00;0.00;2.82;0.00;1.50
03/01/2017;5:00;0.00;0.00;3.00;0.00;1.50
03/01/2017;5:15;0.00;0.00;2.87;0.00;1.50
03/01/2017;5:30;0.00;0.00;3.13;0.00;1.72
03/01/2017;5:45;0.00;0.00;3.18;0.00;1.69
03/01/2017;6:00;0.00;0.00;2.82;0.00;1.50
03/01/2017;6:15;0.00;0.00;2.37;0.00;1.00
03/01/2017;6:30;0.00;0.00;2.63;0.00;1.09
03/01/2017;6:45;0.00;0.00;3.00;0.00;1.50
03/01/2017;7:00;0.00;0.41;4.18;0.80;1.81
03/01/2017;7:15;0.00;0.79;6.50;2.70;1.69
03/01/2017;7:30;0.00;0.91;8.00;4.30;1.50
03/01/2017;7:45;0.00;0.80;4.50;0.70;1.81
03/01/2017;8:00;0.00;0.79;4.00;0.20;1.50
03/01/2017;8:15;0.00;0.80;3.69;0.10;1.50
03/01/2017;8:30;0.00;0.91;4.31;0.20;1.69
03/01/2017;8:45;0.00;0.79;3.88;0.00;1.72
03/01/2017;9:00;0.00;0.91;4.12;0.20;1.78
03/01/2017;9:15;1.20;1.09;5.50;0.00;2.00
03/01/2017;9:30;9.30;3.00;15.82;0.20;1.81
03/01/2017;9:45;9.30;3.00;15.68;0.10;1.69
03/01/2017;10:00;9.40;2.91;15.38;0.00;1.72
03/01/2017;10:15;8.50;2.89;14.81;0.20;1.59
03/01/2017;10:30;8.90;2.91;15.19;0.00;1.60
03/01/2017;10:45;9.50;3.00;15.62;0.10;1.59
03/01/2017;11:00;8.20;2.79;14.50;0.10;1.41
03/01/2017;11:15;9.40;3.00;15.50;0.10;1.50
03/01/2017;11:30;9.60;2.91;16.00;0.00;1.90
03/01/2017;11:45;8.20;2.89;14.82;0.00;1.69
03/01/2017;12:00;9.60;2.91;16.50;0.50;1.91
03/01/2017;12:15;9.70;3.00;17.56;1.20;2.09
03/01/2017;12:30;8.40;3.00;15.62;0.50;2.00
03/01/2017;12:45;9.80;2.79;17.50;1.30;1.91
03/01/2017;13:00;9.80;3.00;19.69;3.00;1.90
03/01/2017;13:15;9.90;3.00;19.13;2.50;1.91
03/01/2017;13:30;10.00;2.91;18.00;1.30;2.09
03/01/2017;13:45;9.80;2.89;17.37;1.00;1.69
03/01/2017;14:00;9.20;2.91;16.31;0.90;1.91
03/01/2017;14:15;5.60;3.00;13.00;0.20;2.09
03/01/2017;14:30;5.90;2.79;12.82;0.10;2.31
03/01/2017;14:45;5.90;3.00;12.87;0.00;2.19
03/01/2017;15:00;6.00;2.91;12.81;0.20;2.22
03/01/2017;15:15;5.90;2.89;13.00;0.20;2.19
03/01/2017;15:30;6.10;2.91;12.82;0.10;2.09
03/01/2017;15:45;6.10;2.79;13.00;0.00;2.00
03/01/2017;16:00;6.10;3.00;12.68;0.00;2.00
03/01/2017;16:15;6.00;2.91;13.00;0.20;2.00
03/01/2017;16:30;6.30;2.89;12.69;0.10;1.91
03/01/2017;16:45;6.10;2.91;12.31;0.00;1.31
03/01/2017;17:00;6.00;2.79;12.00;0.10;1.28
03/01/2017;17:15;6.10;3.00;12.88;0.10;2.00
03/01/2017;17:30;5.90;3.21;13.12;0.00;2.00
03/01/2017;17:45;5.90;3.29;13.38;0.00;2.41
03/01/2017;18:00;5.70;3.30;13.12;0.20;2.09
03/01/2017;18:15;5.90;3.41;13.00;0.10;2.00
03/01/2017;18:30;5.60;3.29;12.69;0.00;1.72
03/01/2017;18:45;5.80;3.41;13.00;0.10;2.00
03/01/2017;19:00;5.70;3.30;12.81;0.10;2.19
03/01/2017;19:15;5.50;3.29;13.32;0.50;2.00
03/01/2017;19:30;5.70;3.41;14.87;2.50;1.90
03/01/2017;19:45;6.80;3.39;14.63;0.30;2.00
03/01/2017;20:00;10.00;3.41;17.06;0.10;2.00
03/01/2017;20:15;9.80;3.29;16.94;0.00;1.69
03/01/2017;20:30;9.70;3.30;17.06;0.10;2.41
03/01/2017;20:45;9.80;3.41;17.12;0.00;2.09
03/01/2017;21:00;9.00;3.29;16.32;0.20;2.00
03/01/2017;21:15;4.70;3.30;12.06;0.00;2.00
03/01/2017;21:30;0.00;3.41;7.50;0.10;2.00
03/01/2017;21:45;0.00;1.59;5.50;0.10;2.00
03/01/2017;22:00;0.00;0.50;4.12;0.00;2.00
03/01/2017;22:15;0.00;0.41;3.88;0.00;1.72
03/01/2017;22:30;0.00;0.20;3.50;0.00;1.69
03/01/2017;22:45;0.00;0.09;3.62;0.00;1.81
03/01/2017;23:00;0.00;0.41;3.50;0.00;1.59
03/01/2017;23:15;0.00;0.30;3.82;0.00;1.69
03/01/2017;23:30;0.00;0.29;3.50;0.00;1.72
03/01/2017;23:45;0.00;0.50;3.68;0.00;1.69
04/01/2017;0:00;0.00;0.50;3.69;0.00;1.81
04/01/2017;0:15;0.00;0.41;3.69;0.00;1.69
04/01/2017;0:30;0.00;0.39;3.62;0.00;1.59
04/01/2017;0:45;0.00;0.41;3.50;0.00;1.72
04/01/2017;1:00;0.00;0.20;3.50;0.10;1.78
04/01/2017;1:15;0.00;0.00;3.50;0.00;1.81
04/01/2017;1:30;0.00;0.00;3.69;0.00;2.10
04/01/2017;1:45;0.00;0.00;3.31;0.00;1.81
04/01/2017;2:00;0.00;0.00;3.38;0.00;1.69
04/01/2017;2:15;0.00;0.00;3.12;0.00;1.59
04/01/2017;2:30;0.00;0.00;3.19;0.00;1.72
04/01/2017;2:45;0.00;0.00;2.81;0.00;1.59
04/01/2017;3:00;0.00;0.00;2.82;0.00;1.19
04/01/2017;3:15;0.00;0.00;2.68;0.00;1.31
04/01/2017;3:30;0.00;0.00;2.82;0.00;1.19
04/01/2017;3:45;0.00;0.00;3.06;0.00;1.72
04/01/2017;4:00;0.00;0.00;3.00;0.00;1.59
04/01/2017;4:15;0.00;0.00;3.12;0.00;1.60
04/01/2017;4:30;0.00;0.00;3.00;0.00;1.59
04/01/2017;4:45;0.00;0.00;2.88;0.00;1.50
04/01/2017;5:00;0.00;0.00;2.62;0.00;1.41
04/01/2017;5:15;0.00;0.00;2.88;0.00;1.50
04/01/2017;5:30;0.00;0.00;3.12;0.00;1.59
04/01/2017;5:45;0.00;0.00;3.00;0.00;1.72
04/01/2017;6:00;0.00;0.00;3.00;0.00;1.59
04/01/2017;6:15;0.00;0.00;2.88;0.00;1.60
04/01/2017;6:30;0.00;0.00;2.94;0.20;1.31
04/01/2017;6:45;0.00;0.00;2.68;0.00;1.50
04/01/2017;7:00;0.00;0.09;3.32;0.10;1.50
04/01/2017;7:15;0.00;0.80;5.00;1.20;1.69
04/01/2017;7:30;0.00;0.70;8.18;4.40;1.81
04/01/2017;7:45;0.00;1.00;7.32;3.00;2.00
04/01/2017;8:00;0.00;0.80;4.50;0.50;1.69
04/01/2017;8:15;0.00;0.70;4.06;0.40;1.59
04/01/2017;8:30;0.00;0.91;4.12;0.40;1.72
04/01/2017;8:45;0.00;0.80;4.00;0.30;1.50
04/01/2017;9:00;0.00;0.79;4.19;0.50;1.59
04/01/2017;9:15;1.00;1.21;5.81;0.50;1.50
04/01/2017;9:30;9.50;3.00;16.19;0.30;1.91
04/01/2017;9:45;9.70;2.79;16.19;0.40;1.78
04/01/2017;10:00;9.70;3.00;16.62;0.50;2.00
04/01/2017;10:15;9.60;2.91;16.50;0.60;1.81
04/01/2017;10:30;9.80;2.89;16.50;0.50;1.60
04/01/2017;10:45;9.90;2.91;16.50;0.40;1.59
04/01/2017;11:00;9.70;2.79;17.00;1.10;1.81
04/01/2017;11:15;9.90;3.00;17.38;1.00;1.91
04/01/2017;11:30;9.90;3.00;17.31;1.00;1.78
04/01/2017;11:45;10.00;2.91;18.13;1.20;2.22
04/01/2017;12:00;8.10;2.89;15.37;0.90;1.78
04/01/2017;12:15;5.70;2.91;13.81;1.10;2.22
04/01/2017;12:30;6.00;2.79;13.88;1.00;2.28
04/01/2017;12:45;6.00;3.00;13.81;0.90;2.00
04/01/2017;13:00;6.20;2.91;15.31;2.60;2.22
04/01/2017;13:15;6.20;2.89;14.38;1.40;2.09
04/01/2017;13:30;6.30;2.91;13.00;0.10;2.00
04/01/2017;13:45;6.30;3.00;13.12;0.20;1.69
04/01/2017;14:00;6.40;2.79;13.19;0.20;2.00
04/01/2017;14:15;6.40;3.00;13.31;0.10;2.00
04/01/2017;14:30;6.40;2.91;13.00;0.20;1.72
04/01/2017;14:45;6.50;2.89;13.00;0.20;1.50
04/01/2017;15:00;6.30;2.91;12.82;0.10;1.59
04/01/2017;15:15;6.50;2.79;13.18;0.00;2.00
04/01/2017;15:30;6.40;3.00;13.38;0.00;2.41
04/01/2017;15:45;6.40;2.91;13.50;0.30;2.19
04/01/2017;16:00;6.40;2.89;13.44;0.00;2.09
04/01/2017;16:15;6.30;3.00;13.37;0.10;2.00
04/01/2017;16:30;6.50;2.70;13.31;0.00;2.31
04/01/2017;16:45;6.30;3.00;12.88;0.10;2.00
04/01/2017;17:00;6.20;2.91;13.00;0.00;1.69
04/01/2017;17:15;6.30;2.80;13.12;0.20;2.31
04/01/2017;17:30;6.20;3.09;15.19;1.80;2.10
04/01/2017;17:45;6.20;3.20;14.69;1.30;2.09
04/01/2017;18:00;6.20;3.41;13.94;0.10;2.50
04/01/2017;18:15;6.10;3.30;13.87;0.10;2.50
04/01/2017;18:30;6.00;3.29;13.50;0.00;2.22
04/01/2017;18:45;6.20;3.21;13.31;0.00;2.00
04/01/2017;19:00;6.10;3.29;13.50;0.20;2.09
04/01/2017;19:15;6.00;3.30;13.19;0.10;2.10
04/01/2017;19:30;6.00;3.20;13.19;0.00;2.09
04/01/2017;19:45;6.00;3.41;13.12;0.10;1.91
04/01/2017;20:00;6.00;3.30;13.19;0.10;1.90
04/01/2017;20:15;5.90;3.29;13.19;0.00;2.10
04/01/2017;20:30;6.10;3.30;13.12;0.20;1.90
04/01/2017;20:45;5.90;3.20;13.19;0.00;2.00
04/01/2017;21:00;6.00;3.50;13.31;0.10;2.00
04/01/2017;21:15;5.10;3.30;12.69;0.10;2.19
04/01/2017;21:30;0.00;3.20;7.63;0.00;2.00
04/01/2017;21:45;0.00;1.71;5.50;0.10;2.22
04/01/2017;22:00;0.00;0.70;4.06;0.00;1.78
04/01/2017;22:15;0.00;0.39;3.94;0.00;1.81
04/01/2017;22:30;0.00;0.20;3.50;0.00;1.69
04/01/2017;22:45;0.00;0.00;3.50;0.00;1.72
04/01/2017;23:00;0.00;0.41;3.68;0.00;1.78
04/01/2017;23:15;0.00;0.39;3.88;0.00;2.00
04/01/2017;23:30;0.00;0.41;3.94;0.00;1.91
04/01/2017;23:45;0.00;0.29;4.06;0.00;2.09
05/01/2017;0:00;0.00;0.50;4.00;0.00;2.00
05/01/2017;0:15;0.00;0.50;3.31;0.00;1.41
05/01/2017;0:30;0.00;0.41;3.63;0.00;1.40
05/01/2017;0:45;0.00;0.39;3.68;0.00;2.00
05/01/2017;1:00;0.00;0.20;3.88;0.00;2.00
05/01/2017;1:15;0.00;0.00;3.31;0.00;1.69
05/01/2017;1:30;0.00;0.00;3.19;0.00;1.72
05/01/2017;1:45;0.00;0.00;3.00;0.20;1.59
05/01/2017;2:00;0.00;0.00;3.00;0.00;1.60
05/01/2017;2:15;0.00;0.00;3.31;0.00;1.81
05/01/2017;2:30;0.00;0.00;3.13;0.00;1.50
05/01/2017;2:45;0.00;0.00;3.06;0.00;1.59
05/01/2017;3:00;0.00;0.00;3.31;0.00;1.69
05/01/2017;3:15;0.00;0.00;3.19;0.00;1.81
05/01/2017;3:30;0.00;0.00;3.12;0.00;1.60
05/01/2017;3:45;0.00;0.00;2.88;0.00;1.59
05/01/2017;4:00;0.00;0.00;3.44;0.00;1.91
05/01/2017;4:15;0.00;0.00;3.18;0.00;1.59
05/01/2017;4:30;0.00;0.00;3.00;0.00;1.72
05/01/2017;4:45;0.00;0.00;3.00;0.00;1.50
05/01/2017;5:00;0.00;0.00;3.19;0.00;1.78
05/01/2017;5:15;0.00;0.00;3.19;0.00;1.50
05/01/2017;5:30;0.00;0.00;3.00;0.10;1.81
05/01/2017;5:45;0.00;0.00;3.31;0.00;1.91
05/01/2017;6:00;0.00;0.00;3.50;0.00;2.00
05/01/2017;6:15;0.00;0.00;3.31;0.00;1.69
05/01/2017;6:30;0.00;0.00;2.88;0.00;1.50
05/01/2017;6:45;0.00;0.00;2.94;0.00;1.50
05/01/2017;7:00;0.00;0.00;3.18;0.10;1.59
05/01/2017;7:15;0.00;0.91;5.32;1.30;1.72
05/01/2017;7:30;0.00;0.80;8.18;4.80;1.59
05/01/2017;7:45;0.00;0.70;6.19;2.20;1.50
05/01/2017;8:00;0.00;0.80;3.81;0.10;1.69
05/01/2017;8:15;0.00;0.70;3.88;0.10;1.50
05/01/2017;8:30;0.00;0.80;3.81;0.10;1.72
05/01/2017;8:45;0.00;0.79;4.13;0.20;1.59
05/01/2017;9:00;0.00;0.80;4.00;0.10;1.60
05/01/2017;9:15;1.50;1.20;5.68;0.20;1.59
05/01/2017;9:30;9.90;2.91;16.32;0.00;1.72
05/01/2017;9:45;10.00;3.00;16.18;0.20;1.59
05/01/2017;10:00;10.10;2.89;16.50;0.10;1.69
05/01/2017;10:15;10.00;2.91;16.32;0.00;1.72
05/01/2017;10:30;10.10;2.79;16.68;0.10;1.78
05/01/2017;10:45;10.10;3.00;16.88;0.10;2.00
05/01/2017;11:00;10.00;2.91;17.00;0.00;2.00
05/01/2017;11:15;7.80;2.89;14.81;0.20;2.41
05/01/2017;11:30;5.70;2.91;12.81;0.10;2.40
05/01/2017;11:45;6.00;2.79;12.88;0.00;2.10
05/01/2017;12:00;5.90;3.00;12.44;0.10;1.90
05/01/2017;12:15;5.90;2.91;12.18;0.10;1.50
05/01/2017;12:30;5.90;2.89;15.00;2.90;1.41
05/01/2017;12:45;6.00;2.91;13.69;0.90;2.00
05/01/2017;13:00;5.80;2.79;12.69;0.10;2.00
05/01/2017;13:15;6.00;3.00;12.94;0.00;2.09
05/01/2017;13:30;6.00;2.91;12.68;0.10;1.91
05/01/2017;13:45;6.00;2.80;12.50;0.00;1.78
05/01/2017;14:00;6.00;2.79;12.82;0.20;1.91
05/01/2017;14:15;6.00;3.00;13.00;0.10;2.09
05/01/2017;14:30;6.00;2.91;12.68;0.00;2.00
05/01/2017;14:45;6.20;2.89;13.00;0.10;2.00
05/01/2017;15:00;6.10;2.91;13.19;0.10;2.31
05/01/2017;15:15;6.10;2.79;12.81;0.00;2.10
05/01/2017;15:30;6.10;2.91;13.00;0.20;2.09
05/01/2017;15:45;6.00;2.89;12.69;0.00;2.00
05/01/2017;16:00;6.00;3.00;13.13;0.10;2.00
